id,average_rating
9155291,4.37
4137,3.99
1605707,4.08
13334434,3.66
122968,4.08
17973716,4.11
51539,4.21
12750296,3.56
16325,3.77
11746475,4.55
449164,4.14
2331954,3.84
13995,4.04
22694444,4.0
51497,3.96
534289,4.19
69086,4.23
23488149,3.94
16104091,3.82
13812,4.17
748350,3.8
57043,3.94
13395963,4.43
9505036,4.44
147079,3.83
11069937,3.74
24991686,3.85
5503,3.63
9755769,4.09
906491,3.94
876843,3.81
181800,4.09
6011972,3.61
11899389,5.0
778446,4.48
4135826,3.31
18910,4.0
266010,3.99
14165516,3.89
17408601,4.43
30200,4.03
17455456,4.01
739589,4.42
16202167,4.19
36388243,3.6
9456,4.07
2936415,4.06
17842900,3.41
9717691,3.62
9670302,3.53
15157,3.88
114475,4.08
15845648,4.05
10550293,3.93
5985262,3.19
425891,4.05
24768,3.85
10268484,4.51
138556,3.6
32620332,4.34
16255224,3.61
18050082,4.28
8997745,4.02
32692,3.52
2594251,4.01
33285941,4.68
18243828,4.13
379316,3.73
16002669,3.67
10114,3.93
17336455,3.36
18285893,4.18
227729,4.16
6757893,4.31
68210,3.85
25437747,3.8
4899946,3.1
7456085,3.53
1556379,4.07
7734264,3.85
291551,4.02
6596697,3.73
1655091,3.57
9648068,3.77
18274597,3.91
52778,3.84
185910,3.91
3985,4.18
13436380,4.06
16529,3.85
7292467,4.39
332402,3.51
149505,4.09
18711993,3.45
34310,3.93
8562078,3.94
6661002,3.4
6014989,4.11
862013,3.88
294046,4.15
10765906,3.75
930701,3.82
404874,3.97
22510983,3.71
476909,3.87
548370,3.9
14292144,5.0
10435319,4.64
2238402,4.31
18631103,4.05
29279220,4.47
169334,4.43
72996,4.23
9867109,4.54
7190137,3.86
2310220,4.12
11400008,5.0
296125,4.07
16139085,3.79
82965,3.84
687278,4.31
13528506,3.88
2225261,4.27
132643,4.05
10397757,4.06
9978196,3.95
1380834,3.51
30075662,4.17
125991,4.28
31421,4.21
32428,3.78
694270,3.93
491858,3.82
2316,3.87
472101,3.92
18487517,4.53
18661755,4.36
27270030,3.84
268172,4.32
13252041,4.82
13099652,3.55
455520,3.99
7145258,4.28
25521927,3.76
4986,3.84
48119,4.08
12568505,3.75
651589,3.92
15765698,3.98
97030,3.76
24044596,4.35
29775375,4.1
1460324,3.76
3172967,3.71
114206,4.12
19030845,4.22
8924846,3.64
15738951,3.88
42953,4.12
1503057,3.87
40164845,4.23
7039826,3.51
13547099,4.37
554491,3.84
5983930,4.31
42499072,4.2
9526,3.87
219417,3.86
13419125,3.93
20758938,3.79
6137055,4.02
5509321,4.02
2584045,3.17
430388,3.99
32852494,4.13
224615,3.77
12873065,3.99
13612965,4.11
17708356,3.0
23583850,4.69
223391,4.03
1277911,4.11
418285,4.19
52521517,5.0
11479285,3.86
3373625,3.72
17856222,4.11
15730340,4.1
118541,4.23
63657,3.69
22162,4.0
254499,4.02
160317,4.13
11434,4.41
1767478,4.18
659002,3.87
35270328,4.41
9670094,3.94
42277308,3.81
14402211,5.0
13457580,3.85
6371905,4.03
14058669,4.14
171001,3.9
1008856,3.86
234501,4.04
2980509,4.1
627738,3.75
6905480,3.4
25574782,3.99
282675,4.03
36992177,3.79
888674,4.07
11821471,3.92
85317,3.8
33926,3.33
12929918,4.04
7029690,4.07
96884,4.14
11013,3.67
11433851,4.15
40216753,4.0
33418,4.19
128243,4.01
15768989,4.35
44793104,5.0
23237424,4.14
50902,3.85
17984139,3.77
6390652,4.17
74257,4.24
920219,3.77
36373825,4.02
58894,4.1
8289147,4.15
6775682,4.33
4492663,3.53
15825153,3.35
23222016,3.7
53948,4.68
26792284,4.23
12034748,3.81
6281975,3.67
18812716,3.89
15790893,3.17
9583247,3.89
6516450,3.85
15752117,3.84
40004363,4.16
6705323,3.62
17277854,4.29
9676707,4.23
183092,4.33
57045,3.91
29240201,4.0
13540215,3.78
18065780,4.08
3373276,3.66
18488996,4.06
19161872,4.34
9245360,4.21
38533093,4.4
12576078,4.24
7877565,4.02
22186,3.59
18042652,4.43
10552965,4.14
21943097,4.0
28937535,3.68
6167746,4.38
7958,3.88
13214267,3.79
21897817,4.41
199636,3.77
341865,3.84
72230,3.53
16255,4.03
13129925,3.64
246056,3.84
3399370,4.26
27406704,4.07
78960,3.94
17255435,3.84
13573795,4.19
49371810,5.0
35396707,4.62
52801,3.99
30201327,3.78
25721449,4.3
10565237,3.98
12218281,4.47
1611127,4.15
1367228,4.23
6540352,3.64
11238,3.84
15778735,3.72
16080353,4.0
1300266,5.0
277191,3.93
9842869,4.26
63114,4.51
30781490,4.19
26148083,4.05
332021,3.96
10573014,4.52
13522285,3.76
17204984,4.21
293136,4.02
359796,3.84
20550280,4.47
294459,3.91
1328362,4.25
245707,3.98
6261477,4.19
12466944,4.26
30370031,4.46
10812135,3.45
17668078,3.98
52660896,4.52
1883474,4.02
33385406,4.46
899392,3.94
270521,3.91
19486754,3.66
27235857,3.0
12987179,3.57
31242,4.01
19395553,4.17
29396738,3.95
1372600,4.6
2327608,3.62
747558,3.34
42773851,4.25
11457776,5.0
33486,4.22
10236757,4.6
18039219,4.08
16287020,3.91
5273750,4.24
3083678,3.91
15725700,3.88
29532181,5.0
76955,3.88
16136176,3.59
22082972,3.99
16033906,4.0
15787647,4.2
607639,3.94
2921431,4.17
10321640,3.89
252838,3.89
22046983,4.03
884587,3.65
132376,3.8
27414475,4.12
6320534,3.9
272436,3.82
7125082,3.75
23297311,3.77
2170903,4.24
481550,3.82
5405887,4.35
30259,4.33
268437,3.8
888789,3.8
22911,3.75
5404,4.08
200137,4.18
1227407,4.08
38714144,3.58
8732846,3.83
96719,3.7
147099,3.98
1337458,3.41
10805989,3.77
52568625,5.0
44054122,3.7
2002857,3.8
23981700,4.17
141828,3.99
758400,4.02
10803121,4.21
19395125,3.89
308532,4.19
7373274,3.77
225396,3.53
509493,4.0
820638,4.22
15702268,3.94
18430293,4.05
638689,3.93
343881,4.0
3454581,4.33
164987,4.03
6287290,4.0
438289,3.59
25189315,4.2
117564,4.19
9238826,4.05
9797075,3.84
12858678,3.19
17334191,4.58
14975,3.58
35457256,4.0
6353014,3.98
173526,4.2
120253,3.9
17384676,4.67
9414014,3.53
64417,3.96
32769,4.26
5217282,4.37
41859258,4.5
7217724,4.38
8427264,3.38
25489021,4.17
183822,3.95
18002038,4.24
10295484,4.03
38262,3.52
18669169,4.21
7783191,3.9
2130908,3.25
8110348,3.9
8492805,3.69
227152,4.44
7668350,4.02
22950293,4.56
64636,4.19
6917482,4.03
253058,4.03
3661373,4.31
508098,4.17
44096,4.03
10616927,3.99
18339939,3.6
35228012,4.15
35297394,3.83
30240,4.06
15613,3.12
11474158,3.99
1970506,4.67
40956551,4.2
11578726,4.24
1114382,4.27
321578,3.84
2606124,4.4
6276888,4.15
1656179,4.38
1239219,3.7
23617,3.87
13085609,4.06
13450407,3.61
26000304,4.39
15852479,3.73
106083,4.0
999733,4.14
10116769,4.23
7405450,4.3
213102,4.07
23637987,4.27
1367916,3.51
42434,3.64
38374795,3.96
569618,4.11
8707554,4.16
35517449,3.82
17305670,4.2
39400222,5.0
6433341,3.88
5523844,4.04
24993261,4.0
13605723,4.48
28816172,3.88
191292,4.31
539181,3.86
224387,3.9
2799279,3.52
220563,3.76
601740,3.91
7224154,4.09
47561,4.2
22745986,3.8
988783,3.9
411199,3.88
23381707,3.62
4985138,4.5
180078,4.73
72856,4.3
13538702,3.71
124094,3.74
13243728,3.77
17726586,3.33
3591032,4.02
14744360,4.61
35445445,5.0
8520362,4.04
15990928,4.13
3478,3.96
362591,4.04
8485374,4.38
2088519,4.12
14921905,4.33
13644055,4.4
31308524,4.09
10710395,3.48
1229089,4.52
13608643,3.89
20613745,3.99
20927261,4.11
543477,4.32
157076,3.93
11010251,4.22
16045037,3.94
6518202,4.34
18773349,4.07
852885,3.97
25756608,4.06
620688,3.94
92371,3.83
767326,3.81
6667916,3.48
385228,3.96
15801335,4.27
12761827,4.17
7726143,4.14
13573412,3.37
359786,3.85
6019755,3.85
277578,4.15
51071,3.78
17982825,3.94
3195992,3.81
1810346,4.28
16922991,3.93
12592685,4.46
889615,4.02
10773376,4.24
28748,4.11
913316,4.31
1165759,4.1
33455,3.8
1580497,4.36
18670450,3.69
2493,3.89
13278166,3.79
18215028,4.34
1256825,4.39
152519,4.13
541703,3.87
25568286,5.0
566082,4.51
20897517,4.22
6082973,3.87
520286,4.35
34272482,4.57
22374,4.1
10202573,3.87
17377032,4.3
35068452,4.14
242654,4.43
889284,3.89
11280184,3.75
669541,3.98
346692,3.94
43460271,4.5
36129394,4.23
287022,3.54
17333289,4.03
13613274,4.14
97781,3.9
171351,4.52
12374500,3.9
16299254,4.11
27395364,4.91
879216,3.87
12086690,4.16
5290189,4.89
36247693,4.15
6851258,4.24
793266,3.07
8539035,3.69
1235705,4.0
13173494,4.5
43982433,3.93
264069,4.01
1215263,3.58
9370797,3.97
294754,3.5
11296523,4.34
2909981,4.07
1296938,3.86
146548,4.23
164955,3.96
414062,4.28
551520,4.24
71984,4.31
1507992,4.62
195761,3.97
2595093,4.05
29541818,4.06
17332641,4.2
25648199,4.22
36151915,3.77
269353,3.86
18110035,3.93
224538,4.19
8948,4.21
11919198,4.55
610426,4.0
23155346,4.1
254389,4.34
38388573,4.52
6513761,2.96
35522807,4.31
2287807,3.59
12059096,3.72
560535,4.21
19083215,4.19
241902,4.16
325128,3.79
19687,3.83
63213,4.2
10315524,3.75
1961495,3.92
101172,4.16
22854779,4.29
12413836,4.25
22922929,3.8
10506,3.47
24860071,3.59
23604435,4.59
215402,3.25
8471815,3.96
7124925,4.47
5884193,3.91
663175,4.14
87371,3.93
29098889,4.27
769787,3.93
10402992,4.44
51428,3.94
345563,3.77
13392814,4.42
11819303,3.39
5985369,3.82
769016,4.27
2896661,4.2
1003985,3.95
354259,4.16
417007,4.2
22857253,3.65
12072189,4.0
1784390,3.31
11278959,4.0
948213,4.34
25492,4.09
1078076,3.9
17892676,5.0
1598040,3.88
25393801,4.06
11563056,4.38
1727464,4.24
2153110,4.17
2272632,3.87
137808,4.11
18170143,4.17
3692,3.98
6100340,4.34
17368120,4.18
3240691,3.82
28374062,4.09
16290044,3.72
183652,4.06
26075634,4.22
3334465,3.76
158856,3.89
34028094,4.56
7365018,4.0
3866418,3.71
12528,3.91
603397,3.9
203979,4.08
45794,4.07
89585,3.91
15790842,3.76
6764231,4.02
18401124,3.94
8970807,4.18
13233738,4.16
570534,3.78
18416,3.9
7284118,3.53
19063472,3.6
11511865,3.9
60278,4.03
25613183,4.38
20578940,3.95
3398625,3.87
275325,4.18
17797635,4.35
593038,4.25
10128428,4.17
17695243,4.48
284295,3.18
10046509,4.23
417505,3.78
35164507,4.3
16158558,3.93
30340276,3.91
930612,3.96
41055,3.95
9466865,3.84
12530162,4.58
23571512,4.19
35889209,4.08
116564,4.01
7694096,4.16
877693,3.66
10790276,4.54
34967829,4.07
11864728,4.12
16089464,4.09
286357,3.77
18942961,4.5
175516,3.94
9563893,5.0
116826,4.27
7783899,4.31
13577579,3.29
13824169,3.82
779021,4.14
5931169,3.84
189096,4.18
15729539,4.07
31928977,3.76
33386034,4.07
25060209,4.26
6713322,3.98
36463950,4.75
1228814,4.43
1118885,4.43
36151939,3.23
793109,3.76
13214,4.23
50492846,4.95
219813,4.1
88634,3.99
11812565,4.5
23578,3.93
10841167,3.92
128092,3.59
6975213,4.08
625094,4.01
568093,4.24
6333188,3.89
13450339,4.13
469778,4.02
172791,3.8
76740,3.99
5997958,3.96
1537440,4.17
1557362,3.65
21460333,3.98
29952526,4.02
13328554,4.43
227652,4.31
17874546,4.31
117710,3.93
27415324,3.72
26029126,4.35
13381880,3.74
2349071,3.75
11548898,3.53
172735,4.08
1206359,3.84
3284028,3.86
18144002,4.1
15989191,3.92
73189,3.92
345627,4.13
199707,4.54
16101507,4.25
12389310,4.07
1103876,4.52
15580,4.07
29763063,4.49
25170181,4.25
6270483,4.02
1793854,3.9
1543785,4.13
17333174,4.55
2213324,3.77
6687176,3.51
13588394,3.98
7703038,3.81
15803571,4.2
13626818,3.91
20344952,3.69
21853687,3.95
293951,3.42
20531847,4.18
363331,3.91
346268,3.82
137964,3.78
1537221,3.87
23929340,3.66
394734,3.81
13996,4.03
279664,3.86
77429,4.32
24097,4.1
920395,4.25
18196222,4.48
9377440,4.69
11170,3.92
18490383,4.06
2981807,4.37
12593,3.91
22301647,4.53
69719,3.77
15715844,3.91
23151687,4.22
525371,4.12
2669775,4.13
23433197,4.31
11718466,4.07
875931,3.12
16046121,4.04
34828719,3.38
96593,4.28
421869,3.9
10570,3.56
3248297,3.54
10603241,3.68
15748335,4.25
239843,3.84
24724,3.86
23474832,4.58
1114379,4.25
31352,3.74
2700933,4.58
23387007,3.72
43713119,5.0
8572630,4.67
6986858,4.33
7095049,4.29
646199,3.75
1820122,4.33
924194,3.91
15808231,4.02
18680106,4.01
13299748,4.05
43558641,5.0
16248189,4.29
6134826,3.61
12605487,4.12
7091296,3.58
9740847,3.94
6048530,4.0
1838612,4.37
11166889,3.62
20640755,4.15
775972,4.19
17557906,3.93
1026798,4.24
9541339,4.26
121173,4.44
116356,3.91
158141,4.18
84748,4.15
920607,4.33
17194490,4.27
97751,3.96
26167891,3.6
17929199,4.02
9868,3.56
29004052,5.0
15740944,3.88
79155,4.32
12988059,3.76
2220938,4.24
6501392,3.99
6690,4.09
192523,3.93
18070785,4.02
9400516,3.96
150002,3.93
43356955,4.85
18782459,4.63
15822571,4.0
18188390,4.04
550571,4.1
25448304,4.18
16026493,3.82
2932708,4.34
173673,4.19
3997399,4.07
37918715,4.38
10244911,3.99
7494451,4.27
236824,4.35
6914139,3.9
22402972,4.29
12888207,3.5
2068667,3.68
539185,4.02
18171039,4.28
6234781,3.97
13148,3.96
18241419,4.5
16131484,3.88
36998174,3.86
3099787,4.05
22886110,4.19
18221995,4.24
36220363,4.04
127020,3.65
13260515,3.99
39392,3.57
5662443,4.32
28259869,4.36
948528,3.88
24398419,4.14
31122,4.0
22024242,3.83
34309,3.65
10529387,3.95
557658,4.17
13507498,4.0
22393715,4.11
16252384,4.1
18160436,4.04
17936599,3.51
232708,4.53
13344505,4.39
34534,4.05
6281917,4.2
13493463,3.54
46128546,4.33
1003406,3.59
6185409,4.11
588138,4.18
25662391,4.15
18076876,4.26
1293881,4.06
7954556,4.24
3716932,4.26
435448,3.75
12925063,4.03
617702,4.48
18296022,4.24
18685332,3.5
295685,4.53
10618,3.87
42965318,4.04
5309,4.67
15713419,4.6
9632002,4.18
12320360,3.58
1358844,3.78
115738,4.31
41880043,4.16
6101138,3.88
23122488,3.91
9461085,3.58
500719,3.78
181086,3.72
38105440,5.0
134895,4.29
11389,3.82
941136,3.74
35856709,4.1
18047851,4.44
1708120,4.06
2326576,4.13
16048280,4.08
35274984,4.32
8492319,4.29
76373,3.72
816070,3.77
3085858,3.89
15774754,3.78
467316,3.67
99690,4.22
22079771,4.08
1824198,3.99
1561628,4.13
279561,3.94
5755,4.03
16303,3.8
995923,4.28
28209616,4.34
769507,4.15
381817,4.09
26077627,4.21
2574805,3.67
846613,3.97
6369471,3.7
693033,3.58
458479,4.16
39784470,4.82
53138025,4.4
7443302,3.91
33282947,4.04
9784,3.67
43086508,3.99
4443540,3.43
12497203,3.59
6043104,3.61
152883,3.85
568095,4.09
12878132,3.98
13108416,3.89
434535,4.4
328064,4.07
7074468,4.1
7171882,3.66
28220899,3.71
21417430,4.25
502101,4.44
7656231,3.7
16140838,3.75
85312,3.99
1840934,3.64
789812,3.45
1318,3.75
25592538,4.21
133394,3.94
131790,3.33
33986959,3.75
20749607,3.9
7688040,4.63
850397,3.86
10334529,4.43
19358975,4.52
23802916,3.91
419356,3.84
18103807,4.65
15817326,4.29
19494,4.07
5465066,3.77
15839984,3.71
23330803,4.18
34956885,4.25
23380982,4.2
9868970,4.31
1175376,4.27
9652941,4.26
152642,3.76
561315,3.99
1530100,4.11
8928054,3.83
11978186,4.19
8400754,4.0
18775614,4.2
17557711,3.55
18624197,3.81
913407,3.61
33867041,4.62
6368610,3.97
13928,4.27
11699323,3.81
608287,4.1
7733167,4.18
10081805,4.47
17671096,3.92
17212231,3.85
16255632,4.54
33283109,4.93
258657,3.91
18822198,4.15
18121041,4.21
2363379,4.07
312596,4.26
45046784,3.74
65070,4.07
6696602,4.04
62558,4.23
130149,3.99
264390,4.07
2360064,4.01
6536999,4.49
7694627,3.6
36603432,4.1
17873649,4.44
9270692,4.79
1844941,4.22
2515974,3.52
7767448,3.98
336409,4.01
4173112,4.5
4135492,3.72
22908802,4.35
340383,3.81
61992,3.64
12384972,3.67
23355069,4.08
6854,4.15
9747085,4.09
10865206,4.15
1499988,4.19
30621224,4.22
25372801,3.58
54594,4.52
17383934,3.64
14062078,3.74
17571236,4.56
278210,3.91
18141125,3.98
1564131,3.97
3160465,3.84
6780439,4.19
22725532,4.04
21819191,3.34
24950568,3.98
767478,3.57
23784634,3.39
13565469,3.99
52309,3.83
35688170,4.63
22590196,4.25
410009,4.19
30265223,4.3
13583766,3.7
4682252,3.56
352828,3.9
6584019,3.72
12948,3.43
946899,3.95
25067570,4.34
13246033,3.85
1294267,4.13
526071,4.34
22299304,4.5
17842782,4.24
12305515,4.12
18131118,4.29
18462640,3.91
811054,4.34
6922259,4.36
34704992,4.3
1006065,3.56
77956,3.73
18375241,4.25
17164179,3.98
43385933,4.34
13096280,3.99
20366962,5.0
5234145,4.14
43325,3.84
15980748,4.0
31351689,4.25
28660,3.76
20130720,4.15
2011854,3.87
10876570,3.97
93371,4.38
17973777,4.38
1658691,3.76
4744368,4.22
22700430,4.22
9576458,3.81
2866718,3.95
10962216,3.9
9659034,3.99
22816334,4.03
24962753,4.0
16003444,4.63
25061922,4.16
36682959,4.17
76336,3.63
10890319,3.59
40168,3.95
31842429,4.36
1373315,3.89
31423684,3.8
170165,4.21
2604811,3.81
596258,4.6
16095383,4.02
18079527,3.92
13258435,3.66
1107457,4.06
30285,4.47
47881,4.0
50398,3.82
69933,3.85
851393,4.2
25758497,4.19
612888,3.68
15722923,3.65
6373717,3.99
11071466,4.15
16488,4.05
6795627,1.0
239546,4.12
153025,3.84
1768212,4.0
22814157,4.28
25255568,3.0
183673,4.11
3831768,3.18
25785993,3.96
15847558,4.36
1058615,3.99
55370,4.03
8435071,4.17
1763529,4.19
13513468,3.72
9565045,4.27
311909,4.14
23522,4.0
105704,4.25
16101023,3.88
28512486,3.97
338380,3.79
278656,3.96
22062202,4.3
23522181,4.11
4006926,4.18
1850183,3.97
382360,4.42
32533899,4.3
13221027,4.02
30553,3.91
244100,4.19
2534123,4.51
76507,4.17
17617617,3.63
33099588,3.78
137565,3.85
7290754,3.91
857920,4.05
6251445,4.33
27251031,5.0
13318867,3.97
6486483,3.84
192954,3.69
18734992,4.34
1594130,3.35
6340837,4.23
16248196,3.85
13633444,4.46
6496810,4.08
295406,3.79
20349441,4.47
31093,3.79
7381647,3.81
17262100,3.85
13489518,4.49
27998615,4.27
17237713,3.92
250024,4.09
23396,4.05
42745440,4.31
17331819,3.81
6105296,4.36
13575605,4.15
7884898,3.97
130363,4.23
311006,4.3
22007080,3.91
1661390,3.78
49045,4.24
626186,3.36
535494,4.17
124084,4.54
17907550,4.08
30681,3.44
41052149,4.44
662697,4.25
242104,4.02
2952803,4.11
26114291,3.85
50479,4.34
22053329,4.56
6314425,3.76
25775358,3.94
260811,4.52
87819,3.91
17871711,4.16
20336320,4.38
12114440,4.27
936611,4.33
14828027,4.6
10852,3.88
1651811,3.84
2248164,3.69
57858,4.35
33847005,3.96
16167446,4.08
2056209,4.2
35519101,4.28
11736965,4.2
2155167,4.0
40320,3.7
11782489,3.61
925,3.95
8437667,4.08
2411046,4.25
17337543,4.12
809248,4.46
385,3.58
3335784,3.79
842130,3.89
13495554,3.72
3855578,3.76
1305001,4.09
1097,3.74
9969698,3.59
18001649,4.3
141596,3.73
10755183,4.07
15702859,3.67
24455791,5.0
33823536,4.23
12555756,4.16
20638245,4.11
67329,4.49
27871678,4.16
1060562,3.99
37477,3.79
17586459,3.76
12359323,3.93
41817486,3.99
354712,3.89
34495927,4.38
10429005,3.78
11003,4.16
283689,4.32
3820389,4.1
313631,4.23
26815400,4.53
38522,4.06
19405297,3.87
21720,4.19
23598959,4.16
15581,3.86
15682,3.81
132913,4.13
831646,3.79
11200811,4.25
175574,4.22
862001,3.88
27157217,3.94
17263383,3.94
1071955,3.5
511655,3.48
5948912,3.54
9961796,3.96
155549,4.27
6017769,3.93
17182049,4.07
6397014,3.77
11254850,4.28
7693839,4.27
13091829,4.04
17314410,4.13
28815,4.19
1334556,3.89
52756905,5.0
1503411,3.96
23848002,4.43
30123368,3.82
6587387,4.39
88321,4.21
23316,3.79
6019879,4.01
785420,3.91
838429,4.16
11825646,4.73
18659365,3.89
325382,3.83
61942,4.24
95610,4.29
7102781,5.0
6541058,3.81
8719,4.2
7825892,4.05
601877,3.71
112539,3.96
16154585,4.12
280111,4.6
69510,4.06
10337453,4.32
207682,4.05
10947600,3.96
16006945,3.78
43961,4.27
13581999,4.16
11437971,4.24
299758,4.21
442955,3.86
174709,4.12
65211,4.08
12880,4.23
4660,3.24
4957350,3.39
527513,3.81
8706170,3.55
35023058,4.04
12678461,3.47
51496,3.81
219106,4.1
108385,4.17
16900,4.07
8927883,3.84
12119529,4.52
18343407,3.98
2208130,3.61
39643637,4.33
6552050,3.95
7938749,3.93
29233981,4.23
5168689,3.87
94053,4.22
6606469,3.81
3381,3.71
3044630,4.1
14624644,3.97
1821571,4.15
17569860,4.01
2873105,3.73
446388,3.89
34447556,4.6
6336675,3.9
67891,4.14
236974,4.48
73704,4.23
824435,3.38
188572,4.5
7744611,4.25
3120143,4.07
6051237,4.17
18367641,4.81
15839322,4.06
18777128,4.0
52876,4.18
13416711,3.71
10847,4.0
575080,4.43
129616,4.32
26177443,4.46
106925,3.91
15706512,3.83
36671651,3.75
1375,4.04
18365529,3.5
31184479,3.99
2838783,3.6
110391,4.06
9064899,3.98
4191136,3.82
41701,3.78
568034,3.94
265030,4.18
420125,3.99
11795449,4.15
857501,4.23
320200,3.68
27259009,3.32
35068650,3.88
227113,3.88
624744,4.23
54944,3.89
16582289,3.79
20930843,3.88
17928184,3.95
6356460,3.83
107195,3.56
330643,4.22
9550620,4.38
14739756,3.62
7717157,3.94
102117,4.14
23412752,3.33
16179867,3.71
321577,3.73
83417,3.9
17734262,4.89
30177276,4.29
7600679,3.64
20943489,4.0
10558077,0.0
25673,3.92
29938354,3.95
16085246,4.24
300674,4.23
18926659,4.32
44415628,4.0
65111,4.01
307641,4.03
13502758,3.75
16118160,3.94
9470106,3.4
3302841,3.57
8253016,3.82
288803,3.61
7822045,4.6
6967438,3.85
239105,4.12
420735,3.52
8874743,3.7
7018619,4.21
465870,4.22
293981,4.1
8089484,3.57
1218856,3.97
8079815,3.52
693172,3.89
22609080,3.9
67,3.83
1795353,3.98
13815,4.3
13420351,4.08
42594928,4.36
6327989,4.15
2815590,3.53
22992,4.32
351384,4.15
5978724,4.15
129117,3.88
2888973,4.02
41150287,4.13
17404760,3.53
35427016,4.07
7623135,3.85
25311189,4.03
6746349,3.21
22200,4.01
26131641,3.87
17559041,3.84
25932,4.17
2646383,3.67
23268862,4.46
59369,4.3
3301645,4.21
25952851,3.71
43325703,3.7
10841289,4.09
34504722,4.08
34523711,4.54
6227028,3.37
36411879,4.42
24893128,3.38
16284959,3.75
10059059,3.97
17848055,4.11
612188,4.21
380609,3.89
18801,4.4
880271,4.1
30359743,3.77
15468,3.71
24192,3.99
3654372,4.27
36219542,4.41
20403589,3.21
6578822,3.89
15089495,4.34
616208,3.84
64960,3.85
34649348,4.06
45901455,4.4
33828743,3.81
540336,3.97
6850178,4.07
44687,4.18
476749,3.76
13353667,3.47
7233473,3.79
112,3.93
13179990,3.64
6398011,3.95
39486441,4.23
6071049,4.3
8863157,2.67
556136,4.08
52408,3.76
1856289,3.81
839356,4.15
16131056,3.39
9684523,3.82
18871297,4.2
1164589,4.34
64923,3.7
26117436,4.07
655570,4.0
13572289,3.83
124749,4.16
252474,4.63
8560132,4.11
3665202,4.19
295649,4.11
959314,3.89
31324863,4.15
216419,3.99
12703250,4.56
1056079,4.16
1241365,4.11
7635759,4.21
35341537,4.34
13521501,4.13
13634800,3.67
347698,3.81
35506630,4.09
18305217,4.42
22324795,4.16
10917937,3.46
16072114,4.07
13584309,3.7
10353049,3.96
12954620,3.8
1713912,3.86
136963,4.35
32671739,4.24
13618037,4.28
908971,3.69
9829306,3.41
1557356,3.48
741966,4.12
33406852,4.03
64401,4.05
130810,4.23
485398,4.47
703055,3.13
7885300,3.86
33230173,4.43
16281835,4.24
32488750,4.36
17253180,4.11
26063675,3.5
78411,3.95
232922,4.06
1950545,3.99
31507,4.2
13486762,3.73
18930938,4.43
22914214,3.99
37839105,4.66
537116,4.12
23517122,3.43
7268995,4.27
3388,3.99
9975679,3.93
6313736,4.01
15748545,4.23
38548,4.12
27719,4.12
13576494,3.81
6789911,3.92
17185984,4.26
17208956,3.99
6326462,4.25
2595763,4.27
17693429,4.0
6859248,4.19
6136509,3.93
43866010,4.49
13831,4.26
511241,4.5
10100384,3.61
48467,3.86
458003,4.09
311196,4.17
35609015,3.89
10809019,3.73
18622163,4.79
1038590,3.83
40718056,4.21
28961307,4.0
19448790,3.57
51204182,0.0
11999418,4.28
14290364,4.35
13587199,3.39
9792034,4.43
4447323,3.9
308581,3.94
18276511,4.27
43545162,3.88
13259270,3.87
75003,4.19
29350590,3.98
30068,4.13
558655,4.12
11861715,3.41
13635636,3.45
3617118,3.72
47959,4.37
22233067,3.62
156630,3.36
13614836,3.71
19015680,3.69
7831742,4.03
521116,3.62
7355526,4.16
24468673,4.46
843099,4.25
10675183,4.31
13421363,3.1
239102,4.14
383104,3.93
15519,3.65
9123956,4.06
69810,3.67
7153802,3.62
132778,4.35
355897,4.21
11782614,4.5
21145508,4.22
42670801,4.38
13510645,4.2
30257957,3.8
30312850,4.12
18776097,4.1
22400511,3.67
10087767,4.33
2426557,3.83
462658,3.9
29746038,4.88
17675042,3.61
895295,4.01
12042340,3.8
11738736,3.96
35292712,4.1
20836218,4.07
69139,4.33
1273773,3.64
16118715,3.8
664553,3.98
40175491,3.99
455219,3.95
87564,2.92
2953051,3.72
1977849,3.3
3339289,5.0
1557363,3.58
4569952,3.62
1924322,4.18
2520921,3.8
11455677,4.38
16218778,3.95
603515,4.03
2320230,3.7
20454376,3.93
390304,3.97
12279,4.28
7915095,4.38
7141417,4.17
3414307,3.94
17561160,3.8
184854,4.18
1420762,3.98
64081,4.05
23012543,4.25
12550743,4.04
4176643,3.87
17234296,4.13
574102,4.31
10843036,4.16
17286714,3.88
179737,3.78
124740,4.23
17643,3.88
4897881,3.88
18041705,3.89
20427449,4.3
6968772,4.3
1086389,3.71
13647958,3.65
13826601,3.98
12795738,3.84
625556,4.34
497819,3.71
12751521,3.89
22323,4.06
987302,4.17
16161136,3.84
5245026,3.76
4207179,4.0
24702709,5.0
337825,4.35
18882,4.36
12033455,3.94
35523247,4.31
22459998,4.08
12027627,4.41
21206786,4.11
400329,4.11
12160887,3.66
293149,3.95
764073,3.74
97642,4.06
10890,4.16
22,3.45
12662,4.05
25453690,3.94
833253,4.32
15753060,3.7
10775606,4.25
602058,3.78
479594,3.87
44734,4.58
3064278,4.36
16161189,3.56
6004951,3.65
39507,3.87
41538,4.34
17160819,3.52
24263233,3.66
2516031,3.76
361081,3.79
39508658,3.97
24833795,4.01
2191637,4.46
1005680,3.92
22825631,3.66
38371889,4.5
34504470,4.13
3487044,3.67
26002106,4.28
24727094,3.81
6452798,4.26
42514635,3.71
5795018,3.44
4748644,4.13
8773729,3.65
