id,average_rating
15758470,4.37
23168653,3.9
163256,3.8
18079675,4.17
18829666,3.72
254191,3.9
102733,3.88
39700953,2.6
36631066,4.29
16158817,3.61
15161,3.87
6138530,3.86
22925176,4.33
92653,4.31
12680998,3.7
864821,3.33
7620958,3.84
15796257,3.82
35269924,4.19
5441708,3.99
36636,3.92
403124,4.25
10886612,3.46
22848621,4.16
8811892,5.0
22249765,4.45
11738827,4.33
32665692,3.9
601219,3.68
30919,3.85
12534542,3.71
16097881,3.85
23666591,3.57
16120536,4.1
47281,4.15
18331953,4.34
52367,3.21
18899776,3.67
793297,3.98
18044954,4.06
23751850,3.7
15776941,3.67
10974365,4.11
332350,4.16
16186,3.68
440424,3.88
5571541,4.21
16168157,3.79
15852,4.19
275505,4.03
52851508,4.06
17204,3.42
24421941,4.8
138097,4.14
20981355,4.05
67762,3.69
40226170,3.8
470068,4.31
48134,4.1
21450756,4.23
21800367,4.47
36252,3.86
13308775,2.75
5993275,4.1
210805,3.92
6947702,4.23
1889980,4.21
38102225,4.62
141193,4.04
21878763,3.47
7501962,4.22
11661298,4.05
17612202,3.48
13541056,4.36
51588,3.57
66657,3.82
2049823,3.92
18386,4.09
2978375,4.1
270872,3.73
6708360,4.1
9542259,4.22
18895600,4.21
578801,3.44
1314537,4.47
13334934,4.17
1741089,4.18
6918909,4.11
740454,4.12
36949926,3.89
43255,4.11
176271,3.75
13707738,3.9
10842675,4.03
18453226,3.96
22875089,4.06
16789,3.51
18281513,5.0
17161185,4.26
17605317,4.01
7731241,4.07
6614154,3.81
35433683,4.06
8433105,4.36
44274121,4.31
25030603,4.02
8949,4.22
18879551,3.64
4982,4.16
13241659,4.45
5927595,4.14
23381014,4.4
1200231,3.98
30843,3.88
2299685,4.19
43818816,4.43
18404155,4.2
826585,4.25
21346745,3.0
36781647,4.38
29386918,3.99
77998,3.94
7823800,4.25
218357,4.0
29949,3.8
2050211,3.32
42861725,4.2
9861455,3.7
25001951,4.48
11597,3.77
26999,4.16
34499221,3.93
644982,3.89
16685430,4.05
40745,4.07
3034292,3.63
8289133,3.75
1263041,3.62
18994156,4.48
2001530,3.99
180617,3.86
17375,4.04
2195444,3.63
3040241,3.84
293672,4.19
681545,3.76
13170035,4.17
54592,4.61
12294652,4.0
212474,3.27
3216767,3.73
34840184,3.96
15773951,3.68
31555,4.26
16033880,4.08
24127407,3.75
885893,4.29
27558677,4.1
11506107,3.78
21561857,4.5
912118,4.25
7744252,4.12
10084223,3.84
6716024,3.89
631243,3.83
8288779,4.35
126503,3.86
129806,4.24
24277991,4.64
39305,3.45
71783,4.27
18136883,3.77
43383510,5.0
17303541,4.39
17731980,4.07
78257,3.68
30185489,4.27
588508,4.21
16067756,4.56
32377,3.8
496910,4.36
350870,3.96
101949,4.09
22675858,4.05
291920,4.29
13632491,3.94
34913575,4.23
1451580,3.74
6604600,3.78
395220,4.29
54277,3.99
23475917,4.29
10202633,4.25
21946160,3.11
7791,4.16
250,3.78
101483,3.6
233637,3.96
169017,3.72
313998,3.77
16219224,4.17
7097697,4.3
750672,3.21
1263679,4.15
6620246,4.07
11852497,3.71
36117813,3.97
20819685,3.83
280819,3.92
13112684,4.48
1202,3.98
140088,3.54
298357,3.84
1212774,3.7
26212,3.97
26121811,5.0
25833663,4.13
6567050,4.22
9968062,3.97
1007334,3.84
40189,3.97
17213964,3.89
43326,3.95
13409664,3.99
305510,3.58
173233,3.88
18891400,4.37
344018,4.18
18920603,4.15
64023,4.19
23249649,3.89
43230340,4.44
11734251,4.31
2241978,3.83
6526143,4.7
539428,4.0
96980,3.79
16687656,3.69
18775775,3.5
12332141,4.21
204792,3.85
7524258,3.9
1294493,3.42
1046275,4.04
104379,3.48
22010107,3.32
26860475,3.42
1433867,3.93
28479,4.41
17832959,4.25
18690744,4.45
8727466,4.05
16268895,2.94
18053148,3.45
25651273,4.33
256390,3.57
7336903,4.11
18248513,3.91
16147265,3.8
10053157,3.33
181426,3.95
113435,3.82
22354029,4.14
61505,4.12
89187,3.98
1570989,4.09
13821,4.09
143513,3.75
234335,3.95
329803,4.23
22741361,3.66
25878671,3.98
328351,4.02
10389604,4.29
11356936,3.82
6940494,3.83
25712838,3.37
34941426,4.15
1165358,3.82
99966,3.91
2045569,3.75
2703773,2.2
1260191,3.46
9864637,4.05
72848,4.34
77378,4.14
35158913,4.44
18340210,3.54
16246620,4.5
12706435,4.3
60284,4.24
20419314,3.44
34128219,4.16
3432478,3.59
28692401,4.84
18367796,3.91
1692280,3.94
544891,3.83
2296584,4.24
128518,3.83
18805001,4.67
1527733,3.79
21915986,4.18
109999,3.77
289739,4.27
10710406,4.11
24645767,5.0
18129852,4.15
29547361,4.51
19284270,4.14
91439,3.89
10865022,3.45
30069169,4.32
27250415,3.87
3418880,4.05
11948262,3.6
3322992,3.61
18161975,4.59
17286958,3.93
2641461,3.92
7171561,4.57
13642950,3.89
1125294,4.21
25905,3.85
16000963,4.1
9000173,4.12
977145,4.04
121457,4.0
569612,3.8
26215628,3.94
1451403,3.6
6460814,3.8
13502238,4.27
4395,3.97
16130500,4.11
78970,3.93
8578533,4.15
12986800,3.6
17250975,4.32
21457102,4.05
25950435,3.58
608474,3.94
98573,4.25
9018860,4.17
6829957,3.93
18782475,4.16
13326677,3.67
172327,4.04
10189594,4.44
321545,3.98
891835,4.04
15842280,3.51
18153991,4.83
1557367,3.7
44298083,4.14
12014,3.86
2974893,3.64
980397,3.64
34681350,4.32
15766776,4.05
42088871,4.11
13254048,3.75
24476986,3.6
5824806,4.06
25587067,4.3
22555388,3.45
11792612,4.6
13815705,4.78
133772,3.98
6263078,3.5
61938,4.04
34303,3.91
21481300,4.79
20758573,4.02
13001325,3.0
15833977,3.63
289763,4.35
8970727,3.78
104418,3.88
18143974,3.68
8038695,4.13
84004,3.41
20749,4.7
8673932,4.07
23909755,4.22
136116,4.07
18138917,3.85
29430620,3.9
41720140,3.75
30312891,4.5
6686101,4.18
80536,3.78
12905462,3.64
13629,4.04
17399863,3.65
4365058,3.95
16307045,4.33
45583,3.91
9918083,4.25
9803043,4.14
1821730,4.05
222637,3.98
6304929,3.96
5058,3.94
776212,4.1
16070072,4.08
472343,3.95
12814556,3.91
17831614,4.34
16089105,4.54
18690719,3.42
25394434,4.34
17728681,5.0
23637985,3.94
89362,4.13
10430194,4.19
14743247,3.88
16032012,4.18
92718,4.11
24974015,4.27
32336454,3.99
535892,5.0
755627,4.07
174243,3.78
1198715,4.36
82104,4.07
34738066,4.5
1523931,4.05
12054,3.92
25997563,4.11
42386983,5.0
2255284,4.04
904966,4.1
13284905,3.42
118316,4.3
1542592,3.72
7919591,3.73
1640883,4.29
23462889,4.67
9253252,4.48
34152811,3.9
371106,3.99
18474117,4.24
74258,4.25
17212895,3.95
23491731,3.58
22089601,3.93
27659088,5.0
1354668,3.81
135104,3.65
32432,4.0
1688677,3.9
46601,4.62
5989977,4.0
147326,3.75
226490,3.74
754619,3.69
133765,4.04
6621972,4.04
84699,3.86
1228406,3.78
26195972,4.05
13577861,4.46
173590,4.2
6725896,3.7
2411470,3.16
8704,3.6
2723,3.73
1180893,3.7
17861,3.52
23398714,3.79
75519,3.88
18224293,3.99
7889419,3.9
36196589,4.18
22836575,3.38
46041465,4.21
1895559,3.42
1034185,4.45
13108754,4.14
18491251,4.13
32776888,5.0
114936,3.9
24847490,4.32
817924,4.03
17054,4.09
6785706,4.34
229132,3.72
1836143,3.73
4679892,3.75
33602101,4.3
3971237,4.3
25056959,3.14
2173611,4.05
4015745,3.34
468488,3.85
10038674,3.62
11468048,4.15
1150181,3.63
342999,3.62
33540805,3.73
37512470,4.09
12710096,4.26
21526646,4.2
6335026,3.93
119247,4.17
25802922,3.35
2474532,4.2
551094,3.93
29811,4.27
20764632,4.49
24909,3.96
86663,4.14
41817481,4.24
13448656,4.41
1479967,3.48
11813450,3.88
8355571,3.85
13582934,4.14
7864243,3.91
36595101,3.43
5170850,4.2
13357784,3.72
12067894,3.75
3399321,4.0
7173435,3.64
557229,3.95
8466327,3.63
13235427,4.63
15807056,4.09
261971,4.2
98374,3.9
1453138,3.91
12080917,4.18
175510,4.37
21233769,3.59
37562880,4.57
36097796,3.9
34397563,3.89
6976667,4.03
17975557,3.58
1724365,3.88
60925,3.86
598815,4.13
7252256,4.01
15725485,4.19
8480480,3.51
712725,3.56
900750,4.21
244102,3.94
21483577,3.72
17455042,4.34
18365774,4.05
9378740,3.9
50451,3.96
481528,3.91
690609,3.83
230733,3.95
1663664,3.95
6338778,3.92
1001896,4.34
18849550,4.59
24304,3.99
39679076,3.95
10187223,3.45
1720440,4.64
15790999,4.3
22416,4.21
6578830,3.77
7114825,3.72
290389,3.6
18722754,4.01
133488,4.04
49519860,3.56
8922136,3.52
12064517,4.5
23638035,4.6
18490595,4.43
1329570,3.44
732139,4.52
1432370,4.22
47841,4.35
1087173,4.11
16030663,3.87
17293784,4.47
1046450,4.11
72011,4.11
9578482,4.47
825473,4.06
18775257,4.27
17297135,3.39
1698268,4.04
616049,3.63
530449,3.76
42113688,5.0
183015,4.02
397985,3.75
19628506,3.56
2159889,4.03
16044763,4.54
486050,3.97
2866413,4.15
38469,4.36
2618807,3.67
15828645,3.91
1656001,3.84
446945,3.54
109367,4.4
777459,4.47
11410553,3.55
32454770,4.26
9755694,4.08
164718,4.18
35504431,3.96
30835803,4.19
703355,3.99
590552,4.25
218463,3.83
244261,4.14
122649,3.92
12623655,4.18
8427937,3.5
7878933,4.08
410810,4.36
40640782,3.97
709576,3.68
34527,4.29
12725737,3.62
1396182,3.81
343340,4.34
136959,4.15
20460436,4.78
7976,4.13
193408,4.27
22571644,3.23
164695,4.19
22917,4.3
19491823,4.06
27074684,4.29
4769247,4.18
7757584,3.96
12426366,3.84
18173687,3.41
239823,3.97
1533586,3.69
221679,4.16
78989,3.75
7186,4.0
11804413,3.54
431349,3.95
24232495,4.6
43254270,4.3
3331089,4.67
19903215,4.24
139880,4.32
22093774,4.31
28954126,4.21
13134,3.53
639894,3.87
4424,4.07
890210,4.12
12368900,3.87
10318844,4.03
95382,3.79
17253356,4.16
36247928,3.96
34564482,3.93
16005878,3.74
18684874,3.48
5297,4.08
33549,3.8
655601,4.2
5845,3.77
23132585,5.0
18875842,4.21
115610,4.29
16045306,4.08
719382,4.38
22584,3.91
313259,4.32
2474116,3.61
13539914,4.48
5980747,3.26
28501505,4.45
12617237,4.12
9401603,3.76
28187230,3.7
220970,4.09
18387799,4.18
1712096,4.02
22855253,4.47
8532,4.0
1710618,4.11
52764667,3.91
10327048,5.0
258250,3.67
15801485,4.0
905049,4.22
8196732,3.77
11787752,3.38
7327562,4.27
5054490,2.75
15720278,3.48
17618215,5.0
34811,3.65
23292460,4.41
16168987,4.19
106646,3.63
114135,3.96
11767984,5.0
15814532,3.71
43524585,5.0
1670616,3.89
376984,3.4
58922,4.11
1520411,3.77
11557134,3.42
9415946,3.79
42955,4.04
13513638,2.9
293602,4.19
12446825,4.38
13564125,4.22
815309,3.59
2615008,3.41
439984,4.18
102113,4.17
13010571,3.91
7095831,3.74
19898523,4.01
11524833,4.14
24130652,3.61
11029892,4.47
6293922,4.02
67141,3.92
1337973,3.71
77589,4.01
62772,3.71
393626,3.47
18607725,4.16
18738884,3.83
496123,4.1
1118348,3.92
17137641,3.43
2100952,3.43
7182899,3.96
51070,3.88
13414716,4.06
34371311,4.01
16044770,4.55
17288762,3.8
6782465,3.9
25215324,5.0
15817952,4.2
23379215,4.06
11274192,4.47
12962546,4.18
231532,4.43
303513,3.74
23910066,4.0
28920,3.75
31554413,3.97
26514265,4.17
492887,4.44
20758870,4.01
5664051,4.12
32929177,4.55
25164304,3.75
39506619,3.73
218573,3.51
417780,4.03
368772,4.26
250524,3.94
8538297,4.37
1793400,4.1
6359825,4.1
10579909,4.15
32876266,4.2
36085,3.49
2857776,3.95
21469109,4.12
1717889,4.43
1169937,3.59
88061,3.89
1309943,3.96
17447901,3.5
6235270,4.23
32105,4.11
8666917,3.89
7530990,4.02
191881,3.87
92307,4.03
13013029,3.74
43302926,4.0
7635629,3.88
20758907,3.83
10948015,4.25
17671913,4.33
35959203,4.5
1142769,3.74
248876,4.64
285692,4.28
755301,3.9
13153400,4.04
12081652,3.92
14995,3.97
5805956,3.84
16409,4.29
6564228,4.01
109715,3.73
13495579,4.81
6650429,3.64
6925670,3.35
10920,3.86
15726505,4.53
25434361,4.27
475965,3.93
35214054,4.19
18160237,3.94
8333930,4.38
148810,3.7
5886131,3.83
16194369,4.15
2990454,4.3
836609,4.42
19561922,4.07
123700,3.88
27391993,4.12
13363270,4.47
9415966,3.56
18300173,3.95
9222744,4.45
15801120,4.18
6609571,3.96
43235179,4.64
84544,4.06
7405775,3.06
25309722,4.2
9804779,3.8
336095,3.94
1319185,3.99
84726,4.0
4616864,3.58
41150498,3.96
159964,4.28
20661548,3.85
450667,3.64
4849253,3.82
4554304,4.14
4898280,3.55
4339326,4.22
84487,4.19
12988400,3.29
744224,4.14
74928,4.26
23248431,3.73
78679,3.88
352588,3.96
1330814,4.14
6314763,3.71
18310201,3.78
192799,3.69
386990,3.97
25826381,4.0
13908082,4.05
332775,3.64
18310564,3.46
8225859,4.34
11324334,3.78
174357,4.22
1929182,3.52
34525316,3.52
9554,4.18
16282347,3.6
28025,4.24
125432,4.27
56652,3.74
13492032,3.9
10438328,4.28
11579476,3.88
19064765,4.1
14432989,3.75
7791679,3.29
47667,3.81
701488,3.88
123170,4.13
1970449,3.98
13496161,3.15
1228823,4.21
1838166,4.28
383666,4.19
2706635,4.54
18935284,4.38
1097676,3.89
9166559,3.87
21521348,4.28
30820,3.98
1335145,4.19
93485,4.07
263021,3.86
23348129,3.59
313263,4.31
334442,4.1
18957,4.43
29206290,5.0
49158,4.07
2319322,3.73
32991547,4.65
15981705,3.86
8396505,4.1
3854232,4.42
2071575,3.66
22030479,3.78
209576,4.37
25116648,3.93
8514163,3.59
12021796,3.96
13007738,4.74
114511,3.7
21897475,4.05
682931,4.25
6065645,4.38
17334051,4.14
13481463,4.24
16005345,3.29
35463752,4.28
774449,4.0
45978,3.99
8696975,3.77
42378782,4.7
11099295,3.87
16042447,3.65
23766634,4.47
305440,4.35
24970,4.17
3359941,4.29
9534,3.95
18680897,3.35
3007704,4.12
238139,4.37
11737081,4.21
8348904,4.13
15984379,4.32
8273636,3.83
329957,3.67
412286,4.37
20371824,4.2
3762,3.96
208495,2.77
12139342,3.15
12958049,4.23
13069681,3.97
115817,3.77
53447,4.05
17337522,4.03
1738611,3.95
7842653,4.41
158736,4.24
10780523,4.16
226800,3.72
65397,4.18
12267664,3.92
13167112,4.19
18579799,3.81
1596376,3.62
17312327,3.82
2761,4.15
4268157,4.06
17733636,4.0
443627,3.78
6215420,4.27
48836,4.05
22882303,3.86
9263730,3.7
12855335,3.84
24856817,4.19
12618154,4.26
20543546,4.16
9531952,4.01
22008040,4.09
169871,4.19
137791,3.82
339251,3.86
17909622,4.3
14817,4.02
1397743,4.47
43689685,5.0
3121162,3.57
17399338,3.31
29868610,3.89
16122643,4.14
2244182,3.17
1428609,3.8
353761,3.89
22237681,4.52
5598690,3.78
7728889,3.97
431323,4.03
36344555,3.86
18251073,4.12
17445144,4.38
103902,4.14
43374092,5.0
16667645,3.84
10452269,4.47
6164068,4.12
147941,4.01
23247796,4.17
22890930,3.33
1215032,4.57
16387,4.27
36430924,3.68
4620776,3.78
547094,4.0
267334,3.88
8617107,4.5
23848300,4.03
274163,4.01
80749,4.26
7969396,3.88
13576,4.29
33690,3.94
13446343,4.04
15743742,4.21
13528471,4.15
22609341,4.29
17414948,4.17
2530392,4.33
6441509,3.78
18269969,3.9
9692475,3.97
327847,4.13
285205,4.31
91474,4.41
888001,3.92
18298683,4.78
50511825,4.45
10791451,4.05
664947,4.0
6515834,4.11
929814,3.61
6410978,4.07
406660,4.38
17379323,4.09
3528744,3.87
11797365,4.01
137551,4.04
30223075,4.09
211264,3.52
147924,4.37
1264696,4.12
2753725,4.09
7824997,3.76
619162,3.06
18632616,3.6
14539758,4.5
3997742,3.86
61264,3.85
3268751,3.99
16180223,3.81
15862845,4.38
120555,4.21
189335,3.88
37492535,3.88
269589,3.93
420704,4.24
13579914,4.0
15757971,3.67
10706725,4.33
1300391,3.33
7861169,4.01
169003,3.52
29910761,3.93
36607149,4.27
197458,4.69
12805244,3.88
13503581,3.73
29492090,4.01
7431066,4.18
15776672,3.89
6721258,4.33
37586,4.0
1058726,4.37
15575,3.76
85733,3.83
18360387,5.0
17857138,3.57
5071514,4.14
341247,4.28
12884237,4.32
15822168,3.54
31422889,4.74
17789405,4.14
6734445,4.51
227903,3.87
1931351,4.01
15773173,3.64
234489,4.07
7117689,3.86
6636138,4.05
1157924,3.62
13410147,4.11
2155419,4.09
3340980,4.05
7932433,3.94
7884756,3.99
16153477,3.91
605609,2.8
7654724,3.71
332753,3.81
395006,3.98
1901648,4.15
676723,4.2
1202675,4.05
6552157,3.78
523793,3.74
1522926,3.97
20359114,3.54
12560567,4.07
17257862,3.67
